name;parent;categoria;descripcion
Fabales;Fabidae;Orden;Leguminosas que desarrollan nódulos radiculares fijadores de nitrógeno y frutos secos tipo legumbre
Rosales;Fabidae;Orden;Plantas leñosas o herbáceas con flores hipóginas provistas de un receptáculo acopado hipanto
Cucurbitales;Fabidae;Orden;Plantas trepadoras sarmentosas con flores unisexuales y frutos carnosos de corteza endurecida pepónides
Fagales;Fabidae;Orden;Árboles forestales monoicos con flores agrupadas en amentos péndulos y frutos nueces protegidos
Geraniales;Malvidae;Orden;Hierbas aromáticas con hojas lobuladas provistas de frutos con esquizocarpos largamente rostrados elásticos
Myrtales;Malvidae;Orden;Plantas leñosas con corteza exfoliante, hojas opuestas punteadas y floema interno intraxilar característico
Sapindales;Malvidae;Orden;Árboles leñosos que secretan resinas aromáticas aceitosas con hojas compuestas y discos nectaríferos
Malvales;Malvidae;Orden;Plantas con indumento estrellado foliar, canales mucilaginosos internos y estambres fusionados en tubo
Brassicales;Malvidae;Orden;Plantas que producen glucosinolatos picantes medicinales y flores con cuatro pétalos dispuestos cruzados
Santalales;Superasteridae;Orden;Plantas parásitas o hemiparásitas que desarrollan haustorios especializados para succionar savia del hospedero
Caryophyllales;Superasteridae;Orden;Plantas adaptadas a condiciones extremas que acumulan pigmentos betalaínas y poseen placentación central
Ericales;Asteridae;Orden;Plantas acidófilas que establecen simbiosis micorrízicas estrechas y anteras con dehiscencia poricida apical
Lamiales;Lamiidae;Orden;Hierbas con tallos cuadrangulares, hojas opuestas decusadas y flores bilabiadas zigomorfas de ovario súpero
Solanales;Lamiidae;Orden;Plantas con hojas alternas ricas en alcaloides solaninos activos y flores actinomorfas tubulares
Gentianiales;Lamiidae;Orden;Plantas con hojas opuestas unidas por estípulas interpeciolares conspicuas y savia comúnmente laticífera
Boraginales;Lamiidae;Orden;Hierbas cubiertas por pelos ásperos hirsutos silicificados con inflorescencias helicoidales en cimas escorpioideas
Asterales;Campanulidae;Orden;Plantas con inflorescencias en capítulo rodeadas de brácteas que acumulan inulina como reserva
Apiales;Campanulidae;Orden;Hierbas umbelíferas aromáticas con canales secretores resinosos, hojas divididas y flores dispuestas en umbelas
Dipsacales;Campanulidae;Orden;Hierbas con hojas opuestas carentes de estípulas verdaderas y flores con gineceo ínfero tricarpelar
Picomonadaceae;Picomonadales;Familia;Biflagelados marinos heterótrofos ultrapequeños que capturan bacterias mediante un aparato de alimentación especializado
Rhodelphidaceae;Rhodelphidales;Familia;Flagelados depredadores con cloroplastos vestigiales no fotosintéticos, filogenéticamente hermanos de las algas rojas
Cyanidiaceae;Cyanidiales;Familia;Algas unicelulares termoacidófilas extremas que habitan en ambientes volcánicos continentales calientes
Compsopogonaceae;Compsopogonales;Familia;Algas rojas dulceacuícolas macroscópicas con talos filamentosos ramificados corticalizados por células diminutas
 Erythrotrichiaceae;Erythropeltidales;Familia;Algas rojas bentónicas marinas epífitas con talos filamentosos erectos o costrosos postrados
 Rhodochaetaceae;Rhodochaetales;Familia;Algas rojas basales con filamentos ramificados que exhiben citocinesis incompleta y pit connections
Porphyridiaceae;Porphyridiales;Familia;Algas unicelulares esféricas de color rojo brillante que carecen por completo de conexiones citoplasmáticas
Dixoniellaceae;Dixoniellales;Familia;Algas unicelulares marinas con plastos lobulados inmersas en una matriz polisacárida extracelular espesa
Stylonemataceae;Stylonematales;Familia;Células pseudofilamentosas unidas por matrices mucilaginosas que carecen de tapones en los poros internos
Rufusiaceae;Rufusiales;Familia;Algas unicelulares subaéreas que forman biopelículas rojizas sobre superficies rocosas o cavernas húmedas
 Bangiaceae;Bangiales;Familia;Algas con alternancia de generaciones entre talos laminares macroscópicos y fases filamentosas perforantes
Hildenbrandiaceae;Hildenbrandiales;Familia;Algas rojas costrosas calcificadas fuertemente adheridas a rocas, comunes en zonas intermareales batidas
Ahnfeltiaceae; Ahnfeltiaceae;Familia;Algas rojas cartilaginosas delgadas con ciclos heteromórficos cuyas estructuras fértiles forman nematocios externos
 Nemaliaceae;Nemaliales;Familia;Talos cilíndricos multiaxiales de consistencia mucilaginosa que se ramifican dicotómicamente en ambientes marinos
Corallinaceae;Corallinales;Familia;Algas rojas intensamente calcificadas por carbonato de calcio, fundamentales en la arquitectura arrecifal
 Delesseriaceae;Ceramiales;Familia;Algas rojas foliáceas vistosas con nervaduras centrales conspicuas parecidas a hojas de plantas
Rhodomelaceae;Ceramiales;Familia;La familia más diversa de algas rojas, caracterizada por un crecimiento marcadamente polisifónico apical
 Gelidiaceae; Gelidiales;Familia;Algas cartilaginosas aplanadas con hifas medulares gruesas, recolectadas comercialmente para extraer agar-agar de alta pureza
 Gigartinaceae;Gigartinales;Familia;Algas foliáceas o carnosas cubiertas de papilas reproductivas, explotadas masivamente por su contenido de carragenano
Phyllophoraceae;Gigartinales;Familia;Algas rojas erectas cartilaginosas con talos divididos en estipes cilíndricos y láminas terminales aplanadas
Gracilariaceae; Gracilariales;Familia;Algas cilíndricas macizas cultivadas intensamente en granjas marinas como materia prima de agárofito comercial
 Grateloupiaceae; Halymeniales;Familia;Algas carnosas de estructura foliosa multiaxial con filamentos medulares entrelazados y corteza densa compacta
 Rhodymeniaceae; Rhodymeniales;Familia;Algas rojas pluricelulares marinas con láminas aplanadas que forman talos típicamente huecos internamente
Glaucocystaceae;Glaucocystales;Familia;Algas unicelulares raras cuyos plastos primitivos (cianelas) retienen vestigios de pared de peptidoglicano
Prasiolaceae;Prasiolales;Familia;Algas verdes nitrófilas con talos laminares parenquimatosos, comunes en costas con presencia de aves
 Chlorellaceae;Chlorellales;Familia;Células verdes esféricas solitarias incapaces de producir estadios móviles, utilizadas masivamente como suplemento alimenticio
 Bryopsidaceae;Bryopsidales;Familia;Algas sifonales constituidas por un eje erecto ramificado pinnadamente formado por una célula gigante multinucleada
 Caulerpaceae;Bryopsidales;Familia;Sifones gigantes ramificados en estolones, rizoides y frondes fotosintéticas que simulan plantas superiores complejas
Codiaceae;Bryopsidales;Familia;Algas verdes marinas con talos esponjosos formados por densos entrelazamientos de filamentos sifonales utrículos
Derbesiaceae;Bryopsidales;Familia;Algas con ciclos heteromórficos que alternan hifas ramificadas verticales y estadios vesiculares globosos unicelulares
Pithophoraceae;Cladophorales;Familia;Algas filamentosas ramificadas que producen abundantes acinetos oscuros de resistencia con paredes celulares engrosadas
Cladophoraceae;Cladophorales;Familia;Filamentos verdes septados formados por grandes células multinucleadas con cloroplastos dispuestos en red reticulada
 Ulotrichaceae; Ulotrichales;Familia;Filamentos simples no ramificados adheridos al sustrato mediante una célula basal modificada incolora
Monostromaceae; Ulotrichales;Familia;Algas con talos laminares formados exclusivamente por una sola capa celular de espesor tisular
 Ulvaceae;Ulvales;Familia;Algas marinas de talos laminares dísticos constituidos por dos capas celulares celulares superpuestas compactas
Chaetophoraceae;Chaetophorales;Familia;Algas verdes ramificadas que desarrollan pelos o cerdas hialinas terminales protectoras sobre sus filamentos
Fritschiellaceae;Chaetophorales;Familia;Algas terrestres parenquimatosas complejas con diferenciación de hifas postradas rizoidales y filamentos erectos aéreos
Oedogoniaceae;Oedogoniales;Familia;Algas dulceacuícolas con células provistas de anillos cicatrizales apicales resultantes de divisiones celulares particulares
Chlamydomonadaceae;Volvocales;Familia;Células biflageladas oicuadas nadadoras libres provistas de una pared celular glicoproteica llamada teca rígida
Volvocaceae;Volvocales;Familia;Colonias esféricas coordinadas compuestas por miles de células flageladas interconectadas por puentes citoplasmáticos estables
Chlorococcaceae;Volvocales;Familia;Células cocoides solitarias o agregadas de reproducción asexual interna mediante formación de zoósporas flageladas
 Hydrodictyaceae;Sphaeropleales;Familia;Algas coloniales fijas que se organizan formando redes cilíndricas flotantes o discos estrellados aplanados
Scenedesmaceae;Sphaeropleales;Familia;Cenobios planos compuestos típicamente por cuatro u ocho células alineadas provistas de espinas silíceas marginales
 Mesostigmataceae; Mesostigmatales;Familia;Unicelulares biflagelados basales cubiertos por varias capas ordenadas de escamas orgánicas discoidales complejas
 Chlorokybaceae; Chlorokybales;Familia;Células sarcinoides compactas que forman pequeños agregados cúbicos cubiertos por una gruesa capa mucilaginosa
 Klebsormidiaceae;Klebsormidiales;Familia;Filamentos cilíndricos simples que se rompen fácilmente, adaptados a sobrevivir costras biológicas subaéreas áridas
Characeae;Charales;Familia;Algas filamentosas gigantes con verticilos ramificados nudosas provistas de complejos órganos reproductores protegidos oósporas
 Coleochaetaceae;Coleochaetales;Familia;Algas discoidales parenquimatosas epífitas cuyas células retienen cigotos protegidos por paredes celulares maternas protectoras
Closteriaceae; Desmidiales;Familia;Células alargadas falciformes o fusiformes compuestas por dos mitades simétricas carentes de constricción central
 Desmidiaceae; Desmidiales;Familia;Desmidias unicelulares ornamentadas divididas simétricamente en dos semicélulas conectadas por un istmo estrecho central
 Spirogyraceae; Spirogyrales;Familia;Algas filamentosas dulceacuícolas flotantes caracterizadas por poseer cloroplastos en bandas dispuestas helicoidalmente perfectas
 Zygnemataceae;Zygnematales;Familia;Filamentos simples no ramificados que realizan reproducción sexual por pasaje citoplasmático directo llamado conjugación ameboide
Anthocerotaceae; Anthocerotales ;Familia;Antoceros con esporófitos cilíndricos de crecimiento indeterminado provistos de estomas funcionales y pseudoeláteres
Bryaceae;Bryales;Familia;Musgos acrocárpicos con células modulares romboidales y cápsulas péndulas piriformes marcadamente vistosas
Hypnaceae;Hypnales;Familia;Musgos pleurocárpicos postrados que forman densos tapices con células alares diferenciadas
Funariacea; Funariales;Familia;Musgos terrestres anuales con cápsulas asimétricas marcadamente infladas y caliptras fuertemente cuculadas
Polytrichaceae; Polytrichales ;Familia;Musgos gigantes con hojas provistas de laminillas fotosintéticas verticales y conducción interna especializada
Sphagnaceae;Sphagnales;Familia;Musgos de turbera con hojas compuestas por clorocitos vivos y hialocitos muertos
Marchantiaceae;Marchantiales;Familia;Hepáticas talosas complejas con poros epidérmicos barriliformes y receptáculos reproductivos pedunculados característicos
Jubulaceae;Jungermanniales;Familia;Hepáticas foliosas con filidios incubos modificados basalmente en sacos retentores de agua
 Frullaniaceae; Frullaniales ;Familia;Hepáticas foliosas con anfigastrios bífidos y lóbulos foliares inferiores transformados en estiletes
Treubiaceae;Treubiales;Familia;Hepáticas basales con talos robustos provistos de dos hileras de escamas
Haplomitriaceae;Haplomitriales;Familia;Hepáticas erectas primitivas con filidios dispuestos en tres hileras carentes de rizoides
Lycopodiaceae;Lycopodiales;Familia;Licófitos homospóreos con micrófilos helicoidales y esporangios reniformes agrupados en estróbilos terminales
Isoetaceae;Isoetales;Familia;Licófitos acuáticos heterospóreos con tallos cormiformes cortos y hojas lineares provistas de lígula
Selaginellaceae;Selaginellales;Familia;Licófitos heterospóreos rastreros con micrófilos dísticos y presencia constante de un rizóforo ventral
Equisetaceae;Equisetales;Familia;Plantas con tallos estriados fotosintéticos huecos ricos en sílice y hojas escamosas verticiladas
Ophioglossaceae ;Ophioglossales;Familia;Helechos eusporangiados con frondes divididas en una porción laminar y otra espiga fértil
Psilotaceae ;Psilotales;Familia;Helechos primitivos que carecen de raíces y hojas verdaderas, provistos de sinangios triloculares
Marattiaceae;Marattiales;Familia;Helechos eusporangiados masivos con estípulas carnosas basales y esporangios fusionados en sinangios dorsales
Hymenophyllaceae;Hymenophyllales;Familia;Helechos de película con láminas foliares de un solo estrato celular carentes de estomas
Gleicheniaceae;Gleicheniales;Familia;Helechos con rizomas rastreros y frondes de ramificación pseudodicotómica indeterminada con yemas apicales
Salviniaceae;Salviniales;Familia;Helechos acuáticos flotantes heterospóreos con hojas dispuestas en verticilos trímeros modificados
Marsileaceae;Salviniales;Familia;Helechos acuáticos enraizados con hojas largamente pecioladas que simulan tréboles y esporocarpos duros
Schyzaeaceae;Schyzaeales;Familia;Helechos terrestres erectos con esporangios marginales provistos de un anillo apical completo
Anemiaceae;Schyzaeales;Familia;Helechos con frondes hemidimórficas donde el par basal de pinnas es marcadamente fértil erecto
